description,mcc,category_name,description,,,,,,,,,,,,,,,,,,,,,,
 01 - ARABA K_RALAMA,3412,A-1 Rent A Car,Bu MCC belirtilen araç kiralama _irketi için kullanılmaktadır.,,,,,,,,,,,,,,,,,,,,,,
 01 - ARABA K_RALAMA,3413,RFU (Reserved For Future Use), ,,,,,,,,,,,,,,,,,,,,,,
 01 - ARABA K_RALAMA,3414,Godfrey Natl Rent A Car,Bu MCC belirtilen araç kiralama _irketi için kullanılmaktadır.,,,,,,,,,,,,,,,,,,,,,,
 01 - ARABA K_RALAMA,3415,RFU (Reserved For Future Use), ,,,,,,,,,,,,,,,,,,,,,,
 01 - ARABA K_RALAMA,3416,RFU (Reserved For Future Use), ,,,,,,,,,,,,,,,,,,,,,,
 01 - ARABA K_RALAMA,3417,RFU (Reserved For Future Use), ,,,,,,,,,,,,,,,,,,,,,,
 01 - ARABA K_RALAMA,3418,RFU (Reserved For Future Use), ,,,,,,,,,,,,,,,,,,,,,,
 01 - ARABA K_RALAMA,3419,RFU (Reserved For Future Use), ,,,,,,,,,,,,,,,,,,,,,,
 01 - ARABA K_RALAMA,3420,Ansa Intl Rent A Car,Bu MCC belirtilen araç kiralama _irketi için kullanılmaktadır.,,,,,,,,,,,,,,,,,,,,,,
 01 - ARABA K_RALAMA,3421,Allstate Rent A Car,Bu MCC belirtilen araç kiralama _irketi için kullanılmaktadır.,,,,,,,,,,,,,,,,,,,,,,
 01 - ARABA K_RALAMA,3422,RFU (Reserved For Future Use), ,,,,,,,,,,,,,,,,,,,,,,
 01 - ARABA K_RALAMA,3423,Avcar Rent A Car,Bu MCC belirtilen araç kiralama _irketi için kullanılmaktadır.,,,,,,,,,,,,,,,,,,,,,,
 01 - ARABA K_RALAMA,3424,RFU (Reserved For Future Use), ,,,,,,,,,,,,,,,,,,,,,,
 01 - ARABA K_RALAMA,3425,Automate Rent A Car,Bu MCC belirtilen araç kiralama _irketi için kullanılmaktadır.,,,,,,,,,,,,,,,,,,,,,,
 01 - ARABA K_RALAMA,3426,RFU (Reserved For Future Use), ,,,,,,,,,,,,,,,,,,,,,,
 01 - ARABA K_RALAMA,3427,Avon Rent A Car,Bu MCC belirtilen araç kiralama _irketi için kullanılmaktadır.,,,,,,,,,,,,,,,,,,,,,,
 01 - ARABA K_RALAMA,3428,Carey Rent A Car,Bu MCC belirtilen araç kiralama _irketi için kullanılmaktadır.,,,,,,,,,,,,,,,,,,,,,,
 01 - ARABA K_RALAMA,3429,Insurance Rent A Car,Bu MCC belirtilen araç kiralama _irketi için kullanılmaktadır.,,,,,,,,,,,,,,,,,,,,,,
 01 - ARABA K_RALAMA,3430,Major Rent A Car,Bu MCC belirtilen araç kiralama _irketi için kullanılmaktadır.,,,,,,,,,,,,,,,,,,,,,,
 01 - ARABA K_RALAMA,3431,Replacement Rent A Car,Bu MCC belirtilen araç kiralama _irketi için kullanılmaktadır.,,,,,,,,,,,,,,,,,,,,,,
 01 - ARABA K_RALAMA,3432,Reserve Rent A Car,Bu MCC belirtilen araç kiralama _irketi için kullanılmaktadır.,,,,,,,,,,,,,,,,,,,,,,
 01 - ARABA K_RALAMA,3433,Ugly Duckling Rent A Car,Bu MCC belirtilen araç kiralama _irketi için kullanılmaktadır.,,,,,,,,,,,,,,,,,,,,,,
 01 - ARABA K_RALAMA,3434,Usa Rent A Car,Bu MCC belirtilen araç kiralama _irketi için kullanılmaktadır.,,,,,,,,,,,,,,,,,,,,,,
 01 - ARABA K_RALAMA,3435,Value Rent A Car,Bu MCC belirtilen araç kiralama _irketi için kullanılmaktadır.,,,,,,,,,,,,,,,,,,,,,,
 01 - ARABA K_RALAMA,3436,Autohansa Rent A Car,Bu MCC belirtilen araç kiralama _irketi için kullanılmaktadır.,,,,,,,,,,,,,,,,,,,,,,
 01 - ARABA K_RALAMA,3437,Cite Rent A Car,Bu MCC belirtilen araç kiralama _irketi için kullanılmaktadır.,,,,,,,,,,,,,,,,,,,,,,
 01 - ARABA K_RALAMA,3438,Interent Rent A Car,Bu MCC belirtilen araç kiralama _irketi için kullanılmaktadır.,,,,,,,,,,,,,,,,,,,,,,
 01 - ARABA K_RALAMA,3439,Milleville Rent A Car,Bu MCC belirtilen araç kiralama _irketi için kullanılmaktadır.,,,,,,,,,,,,,,,,,,,,,,
 01 - ARABA K_RALAMA,3440,RFU (Reserved For Future Use), ,,,,,,,,,,,,,,,,,,,,,,
 01 - ARABA K_RALAMA,3441,Advantage Rent A  Car,Bu MCC belirtilen araç kiralama _irketi için kullanılmaktadır.,,,,,,,,,,,,,,,,,,,,,,
 01 - ARABA K_RALAMA,3442,RFU (Reserved For Future Use), ,,,,,,,,,,,,,,,,,,,,,,
 01 - ARABA K_RALAMA,3443,RFU (Reserved For Future Use), ,,,,,,,,,,,,,,,,,,,,,,
 01 - ARABA K_RALAMA,3444,RFU (Reserved For Future Use), ,,,,,,,,,,,,,,,,,,,,,,
 01 - ARABA K_RALAMA,3445,RFU (Reserved For Future Use), ,,,,,,,,,,,,,,,,,,,,,,
 01 - ARABA K_RALAMA,3446,RFU (Reserved For Future Use), ,,,,,,,,,,,,,,,,,,,,,,
 01 - ARABA K_RALAMA,3447,RFU (Reserved For Future Use), ,,,,,,,,,,,,,,,,,,,,,,
 01 - ARABA K_RALAMA,3448,RFU (Reserved For Future Use), ,,,,,,,,,,,,,,,,,,,,,,
 01 - ARABA K_RALAMA,3449,RFU (Reserved For Future Use), ,,,,,,,,,,,,,,,,,,,,,,
 01 - ARABA K_RALAMA,3450,RFU (Reserved For Future Use), ,,,,,,,,,,,,,,,,,,,,,,
 01 - ARABA K_RALAMA,3451,RFU (Reserved For Future Use), ,,,,,,,,,,,,,,,,,,,,,,
 01 - ARABA K_RALAMA,3452,RFU (Reserved For Future Use), ,,,,,,,,,,,,,,,,,,,,,,
 01 - ARABA K_RALAMA,3453,RFU (Reserved For Future Use), ,,,,,,,,,,,,,,,,,,,,,,
 01 - ARABA K_RALAMA,3454,RFU (Reserved For Future Use), ,,,,,,,,,,,,,,,,,,,,,,
 01 - ARABA K_RALAMA,3455,RFU (Reserved For Future Use), ,,,,,,,,,,,,,,,,,,,,,,
 01 - ARABA K_RALAMA,3456,RFU (Reserved For Future Use), ,,,,,,,,,,,,,,,,,,,,,,
 01 - ARABA K_RALAMA,3457,RFU (Reserved For Future Use), ,,,,,,,,,,,,,,,,,,,,,,
 01 - ARABA K_RALAMA,3458,RFU (Reserved For Future Use), ,,,,,,,,,,,,,,,,,,,,,,
 01 - ARABA K_RALAMA,3459,RFU (Reserved For Future Use), ,,,,,,,,,,,,,,,,,,,,,,
 01 - ARABA K_RALAMA,3460,RFU (Reserved For Future Use), ,,,,,,,,,,,,,,,,,,,,,,
 01 - ARABA K_RALAMA,3461,RFU (Reserved For Future Use), ,,,,,,,,,,,,,,,,,,,,,,
 01 - ARABA K_RALAMA,3462,RFU (Reserved For Future Use), ,,,,,,,,,,,,,,,,,,,,,,
 01 - ARABA K_RALAMA,3463,RFU (Reserved For Future Use), ,,,,,,,,,,,,,,,,,,,,,,
 01 - ARABA K_RALAMA,3464,RFU (Reserved For Future Use), ,,,,,,,,,,,,,,,,,,,,,,
 01 - ARABA K_RALAMA,3465,RFU (Reserved For Future Use), ,,,,,,,,,,,,,,,,,,,,,,
 01 - ARABA K_RALAMA,3466,RFU (Reserved For Future Use), ,,,,,,,,,,,,,,,,,,,,,,
 01 - ARABA K_RALAMA,3467,RFU (Reserved For Future Use), ,,,,,,,,,,,,,,,,,,,,,,
 01 - ARABA K_RALAMA,3468,RFU (Reserved For Future Use), ,,,,,,,,,,,,,,,,,,,,,,
 01 - ARABA K_RALAMA,3469,RFU (Reserved For Future Use), ,,,,,,,,,,,,,,,,,,,,,,
 01 - ARABA K_RALAMA,3470,RFU (Reserved For Future Use), ,,,,,,,,,,,,,,,,,,,,,,
 01 - ARABA K_RALAMA,3471,RFU (Reserved For Future Use), ,,,,,,,,,,,,,,,,,,,,,,
 01 - ARABA K_RALAMA,3472,RFU (Reserved For Future Use), ,,,,,,,,,,,,,,,,,,,,,,
 01 - ARABA K_RALAMA,3473,RFU (Reserved For Future Use), ,,,,,,,,,,,,,,,,,,,,,,
 01 - ARABA K_RALAMA,3474,RFU (Reserved For Future Use), ,,,,,,,,,,,,,,,,,,,,,,
 01 - ARABA K_RALAMA,3475,RFU (Reserved For Future Use), ,,,,,,,,,,,,,,,,,,,,,,
 01 - ARABA K_RALAMA,3476,RFU (Reserved For Future Use), ,,,,,,,,,,,,,,,,,,,,,,
 01 - ARABA K_RALAMA,3477,RFU (Reserved For Future Use), ,,,,,,,,,,,,,,,,,,,,,,
 01 - ARABA K_RALAMA,3478,RFU (Reserved For Future Use), ,,,,,,,,,,,,,,,,,,,,,,
 01 - ARABA K_RALAMA,3479,RFU (Reserved For Future Use), ,,,,,,,,,,,,,,,,,,,,,,
 01 - ARABA K_RALAMA,3480,RFU (Reserved For Future Use), ,,,,,,,,,,,,,,,,,,,,,,
 01 - ARABA K_RALAMA,3481,RFU (Reserved For Future Use), ,,,,,,,,,,,,,,,,,,,,,,
 01 - ARABA K_RALAMA,3482,RFU (Reserved For Future Use), ,,,,,,,,,,,,,,,,,,,,,,
 01 - ARABA K_RALAMA,3483,RFU (Reserved For Future Use), ,,,,,,,,,,,,,,,,,,,,,,
 01 - ARABA K_RALAMA,3484,RFU (Reserved For Future Use), ,,,,,,,,,,,,,,,,,,,,,,
 01 - ARABA K_RALAMA,3485,RFU (Reserved For Future Use), ,,,,,,,,,,,,,,,,,,,,,,
 01 - ARABA K_RALAMA,3486,RFU (Reserved For Future Use), ,,,,,,,,,,,,,,,,,,,,,,
 01 - ARABA K_RALAMA,3487,RFU (Reserved For Future Use), ,,,,,,,,,,,,,,,,,,,,,,
 01 - ARABA K_RALAMA,3488,RFU (Reserved For Future Use), ,,,,,,,,,,,,,,,,,,,,,,
 01 - ARABA K_RALAMA,3489,RFU (Reserved For Future Use), ,,,,,,,,,,,,,,,,,,,,,,
 01 - ARABA K_RALAMA,3490,RFU (Reserved For Future Use), ,,,,,,,,,,,,,,,,,,,,,,
 01 - ARABA K_RALAMA,3491,RFU (Reserved For Future Use), ,,,,,,,,,,,,,,,,,,,,,,
 01 - ARABA K_RALAMA,3492,RFU (Reserved For Future Use), ,,,,,,,,,,,,,,,,,,,,,,
 01 - ARABA K_RALAMA,3493,RFU (Reserved For Future Use), ,,,,,,,,,,,,,,,,,,,,,,
 01 - ARABA K_RALAMA,3494,RFU (Reserved For Future Use), ,,,,,,,,,,,,,,,,,,,,,,
 01 - ARABA K_RALAMA,3495,RFU (Reserved For Future Use), ,,,,,,,,,,,,,,,,,,,,,,
 01 - ARABA K_RALAMA,3496,RFU (Reserved For Future Use), ,,,,,,,,,,,,,,,,,,,,,,
 01 - ARABA K_RALAMA,3497,RFU (Reserved For Future Use), ,,,,,,,,,,,,,,,,,,,,,,
 01 - ARABA K_RALAMA,3498,RFU (Reserved For Future Use), ,,,,,,,,,,,,,,,,,,,,,,
 01 - ARABA K_RALAMA,3499,RFU (Reserved For Future Use), ,,,,,,,,,,,,,,,,,,,,,,
 01 - ARABA K_RALAMA,7512,Araç Kiralama  Acentesi,Bu MCC altında sınıflandırılan i_yerleri; özel MCC'ler tayin edilmeyen araç kiralama acenteleridir.,,,,,,,,,,,,,,,,,,,,,,
 01 - ARABA K_RALAMA,7513,Nakliye Aracı ve Römork Kiralama,"Bu MCC altında sınıflandırılan i_yerleri; kamyon, kamyonet ve römorkların kısa dönemli kiralama veya uzun dönemli leasing i_lemlerini yaparlar.Bu araçlar ta_ınma ve çekme için mü_terini kendi yaptı_ı i_leri için kullanılır.",,,,,,,,,,,,,,,,,,,,,,
 02 - ARAÇ K_RALAMA-SATI_/SERV_S/YEDEK PARÇA,4457,Tekne Kiralama,"Bu MCC altında sınıflandırılan i_yerleri balıkçılık tekneleri, mürettebatsız yüzer evler, yelkenliler, motorlu tekneler, jet skiler, mürettebatsız kotralar ve yatların kiralanması, leasing i_leri ile i_tigal eder.",,,,,,,,,,,,,,,,,,,,,,
 02 - ARAÇ K_RALAMA-SATI_/SERV_S/YEDEK PARÇA,4468,"Marinalar, Marina Servisleri ve Araç Gereçleri","Bu MCC altında sınıflandırılan i_yerleri marina i_letirler, tekne çekçek yerleri kiralar ve tekneleri barındırırlar. Di_er hizmetler arasında tekne temizleme ve ola_an tekne tamirat i_leri yanında denizcilik malzemelerinin perakende satı_ı sayılabilir. Marinada yer alan, ancak ayrı bir i_yeri anla_ması olan servis istasyonları için  MCC 5541  kullanılmalıdır.",,,,,,,,,,,,,,,,,,,,,,
 02 - ARAÇ K_RALAMA-SATI_/SERV_S/YEDEK PARÇA,5013,Motorlu  Araç Malzemeleri ve Yedek Parçalar,"Bu MCC altında sınıflandırılan i_yerleri motorlu ta_ıt aksesuarları, alet, edevat ve yedek parçaların toptancı distribütörleridir.  Otomotiv parça tamiri için MCC 7531 veya MCC 7538 'den uygun olan seçilerek kullanılmalıdır.",,,,,,,,,,,,,,,,,,,,,,
 02 - ARAÇ K_RALAMA-SATI_/SERV_S/YEDEK PARÇA,5271,Karavan Satıcıları,"Bu MCC altında sınıflandırılan i_ yerleri yalnızca yeni ve kullanılmı_ karavanlar, ilgili parçalar, aksesuarları ve ekipmanlarının satı_ını yaparlar.",,,,,,,,,,,,,,,,,,,,,,
 02 - ARAÇ K_RALAMA-SATI_/SERV_S/YEDEK PARÇA,5511,"Otomobil ve  Yük Aracı Bayileri  (Yeni ve _kinci El) Satı_, Servis, Tamir, Parça ve Kiralama","Bu MCC altında sınıflandırılan i_yerleri yeni ve ikinci el otomobil ve kamyonet ve van gibi yük araçları satarlar. Bu i_yerleri ayrıca tamirat i_leri yapabilir ve ikame parça ve aksesuar envanteri bulundurabilir. __yerinin asıl i_i tamirat yapmaksa MCC 7538  kullanılmalıdır.",,,,,,,,,,,,,,,,,,,,,,
 02 - ARAÇ K_RALAMA-SATI_/SERV_S/YEDEK PARÇA,5521,"Otomobil ve  Yük Aracı Bayileri  (Sadece _kinci El) Satı_, Servis, Tamir,  Yedek Parça ve Kiralama","Bu MCC altında sınıflandırılan i_yerleri sadece ikinci el otomobil satı_ı yapar, yeni otomobil satı_ları yoktur. Bu MCC kamyonet ve van gibi, ya da antika veya klasik otomobiller gibi ikinci el otomobil ve yük araçlarını da içermektedir.",,,,,,,,,,,,,,,,,,,,,,
 02 - ARAÇ K_RALAMA-SATI_/SERV_S/YEDEK PARÇA,5531,Ev ve Otomobil Gereçleri Ma_azaları,"Bu MCC altında sınıflandırılan i_yerleri ev ve otomobil tamir / tadilat için çe_itli  ürünler satarlar. Satılan ürünler yeni lastikler , akü , di_er otomobil parçalarıyla beraber ev aletlerini ve malzemelerini içerebilir. Ev ürün ve malzemelerini depo tipi büyük yerlerde satan i_yerleri için MCC 5200, otomobil parça/ekipman vb ürünler satan i_yerleri için MCC 5533 kullanılmalıdır.",,,,,,,,,,,,,,,,,,,,,,
 02 - ARAÇ K_RALAMA-SATI_/SERV_S/YEDEK PARÇA,5532,Oto Lastik Bayileri,"Bu MCC altında sınıflandırılan i_yerleri otomobil ve yük aracı lastikleri ve ilgili parçalar satar. Bu i_yerleri aynı zamanda lastik takma ve tamir servisi de verebilir. __yeri yeni ve eski lastikleri kaplama ve onarmada uzmanla_mı_ ise  MCC 7534 kullanılmalıdır.",,,,,,,,,,,,,,,,,,,,,,
 02 - ARAÇ K_RALAMA-SATI_/SERV_S/YEDEK PARÇA,5533,Oto Parça ve Aksesuar  Dükkanları,"Bu MCC altında sınıflandırılan i_yerleri otomobil parçaları, ekipmanları ve aksesuarları satar. Bu MCC ya_ ve filtre, parça, egzoz, temizleme ürünleri, buji, cilalama ürünleri, koku gidericiler, cam silecekleri, boya, vb. satan i_yerlerini içerir. __yerinin sattı_ı asıl ürün otomobil müzik setleri ise MCC 5732 kullanılmalıdır.",,,,,,,,,,,,,,,,,,,,,,
 02 - ARAÇ K_RALAMA-SATI_/SERV_S/YEDEK PARÇA,5551,Tekne Bayileri,"Bu MCC altında sınıflandırılan i_yerleri yeni ve eski motorlu tekneler ve di_er deniz araçları, denizcilik ürünleri ve kıçtan takma motorlar satarlar. Bu MCC hız tekneleri, yelkenliler, balıkçı tekneleri ve su kaya_ı motorları satan i_yerlerini kapsar.",,,,,,,,,,,,,,,,,,,,,,
 02 - ARAÇ K_RALAMA-SATI_/SERV_S/YEDEK PARÇA,5561,Karavan ve Römork Satıcıları,"Bu MCC altında sınıflandırılan i_yerleri yeni ve ikinci el e_lence amaçlı ve ticari çok amaçlı treylerler, ilgili parçalar ve aksesuarlar satar. Bu MCC araç tarafından çekilen karavanları ve açılan çadır treylerleri satan i_yerlerini de içermektedir. Kamping karavanı ve motorlu karavan bayileri için MCC 5592 kullanılmalıdır.",,,,,,,,,,,,,,,,,,,,,,
 02 - ARAÇ K_RALAMA-SATI_/SERV_S/YEDEK PARÇA,5571,Motosiklet Dükkanları  ve Bayileri,"Bu MCC altında sınıflandırılan i_yerleri yeni ve eski motosikletler, mobilet ,scooter  ve ilgili parçaları, ekipman ve aksesuar satarlar. Bu i_yerleri kasklar ve sürücü ceketleri, pantolonlar, _apka ve eldiven gibi sınırlı ölçüde kıyafet de satabilirler",,,,,,,,,,,,,,,,,,,,,,
 02 - ARAÇ K_RALAMA-SATI_/SERV_S/YEDEK PARÇA,5592,Kamping  Karavanı ve Motorlu  Karavan Bayileri,"Bu MCC altında sınıflandırılan i_yerleri yeni ve ikinci el kamping karavanı, motorlu karavan, ilgili parça ve aksesuar satarlar. E_lence ve kamp amaçlı treyler satan i_yerleri için MCC 5561 kullanılmalıdır.",,,,,,,,,,,,,,,,,,,,,,
 02 - ARAÇ K_RALAMA-SATI_/SERV_S/YEDEK PARÇA,5598,Kar Motosikleti Bayileri,"Bu MCC altında sınıflandırılan i_yerleri özellikle yeni ve ikinci el kar motosikleti, ilgili parçalar ve aksesuarlar satarlar.",,,,,,,,,,,,,,,,,,,,,,
 02 - ARAÇ K_RALAMA-SATI_/SERV_S/YEDEK PARÇA,5599,"Çe_itli Otomotiv,Uçak ve Tarm Aletleri Satıcıları (Ba_ka Bir _ekilde Sınıflandırılmamı_)","Bu MCC altında sınıflandırılan i_yerleri yeni ve ikinci el otomotiv ve e_lence amaçlı araçlar, parça ve ba_ka yerde sınıflandırılmayan ekipmanlar satar. Bu MCC arazi araçları (ATV'ler), kumda giden araçlar, golf arabaları ve go-cart satan i_yerlerini içerir. Ayrıca, bu MCC uçak ve çiftlik ekipmanı satan i_yerlerini ve traktör, kombine tarım makineleri ve hasat makineleri satan bayileri de içermektedir.",,,,,,,,,,,,,,,,,,,,,,
 02 - ARAÇ K_RALAMA-SATI_/SERV_S/YEDEK PARÇA,5935,Hurdalıklar,"Bu MCC altında sınıflandırılan i_yerleri araçlar, ekipmanlar ve di_er benzer malzemeler için hurdalık hizmet verirler. Araç çekme hizmeti veren i_yerleri için MCC 7549 kullanılmalıdır.",,,,,,,,,,,,,,,,,,,,,,
 02 - ARAÇ K_RALAMA-SATI_/SERV_S/YEDEK PARÇA,5940,Bisiklet Dükkanları-  Satı_ ve Servis,"Bu MCC altında sınıflandırılan i_yerleri bisiklet, bisiklet yedek parçaları ve aksesuarları satarlar. Bu i_yerleri aynı zamanda sınırlı çe_itte spor kıyafetleri de satarlar. Bu i_yerleri tamir ve kiralama hizmetleri de verebilir. __yerinin asıl faaliyeti bisiklet tamiri ise MCC 7699 . asıl faaliyeti  bisiklet kiralama ise  MCC 7999 kullanılmalıdır.",,,,,,,,,,,,,,,,,,,,,,
 02 - ARAÇ K_RALAMA-SATI_/SERV_S/YEDEK PARÇA,7519,"Kamp Aracı, Motorlu  Karavan ve E_lence Aracı Kiralama","Bu MCC altında sınıflandırılan i_yerleri; karavan, RV , römork çadırı ve benzere dinlenme araçlarını günlük, kısa dönemli veya uzatmaya dayalı _ekilde kiralarlar. Uçak, bisiklet, motorsiklet, go-cart kiralamaları için MCC 7999, dinlenme amaçlı  tekne kiralamaları için MCC 4457 kullanılmalıdır.",,,,,,,,,,,,,,,,,,,,,,
 02 - ARAÇ K_RALAMA-SATI_/SERV_S/YEDEK PARÇA,7523,Otomobil Park Yerleri ve Garajlar,"Bu MCC altında sınıflandırılan i_yerleri; otomobiller için genellikle saatlik, günlük veya aylık ücretlendirmeye dayalı olarak  geçici park hizmeti sunarlar.",,,,,,,,,,,,,,,,,,,,,,
 02 - ARAÇ K_RALAMA-SATI_/SERV_S/YEDEK PARÇA,7531,Kaporta Tamir Atölyeleri,"Bu MCC altında sınıflandırılan i_yerleri; kaporta tamir hizmeti verirler. Bu hizmetle birlikte boyama hizmeti de verebilirler. Asıl faaliyeti araç boyamak olan i_yerleri için  MCC 7535, kaporta tamirinden farklı i_ler yapan otomotiv tamircileri için MCC 7538 kullanılmalıdır.",,,,,,,,,,,,,,,,,,,,,,
 02 - ARAÇ K_RALAMA-SATI_/SERV_S/YEDEK PARÇA,7534,Lastik Kaplama ve Tamir Atölyeleri,"Bu MCC altında sınıflandırılan i_yerleri; eski otomobil lastiklerinin satı_ını, tamirini, yenilenmesini yaparlar. Otomotiv tamir hizmeti veren i_yerleri için MCC 7538, öncelikle yeni lastikler satan i_yerleri için MCC 5532 kullanılmalıdır.",,,,,,,,,,,,,,,,,,,,,,
 02 - ARAÇ K_RALAMA-SATI_/SERV_S/YEDEK PARÇA,7535,Oto  Boyama Atölyeleri,Bu MCC altında sınıflandırılan i_yerleri; özellikle otomobil boyama ve ince i_çilik hizmetleri verirler.Antika arabaların restorasyonu ve özel dizaynları da içerir.,,,,,,,,,,,,,,,,,,,,,,
 02 - ARAÇ K_RALAMA-SATI_/SERV_S/YEDEK PARÇA,7538,Otomotiv Servis Dükkanları,"Bu MCC altında sınıflandırılan i_yerleri; otomotiv tamiri ve genel otomotiv servislerini içeriri. Servisler ; motor, fren, havalandırma, egzos, cam, yakıt sistemi, karbüratör, radyatör, rüzgar paneli, pencere ve elektrikli sistemleri içerir. Bu MCC hızlı ya_ de_i_tirme i_yerlerini de kapsar. Servis yerleri aynı zamanda rot balans ve tamir hizmetleri verebilirler.Otomotiv servis uzmanlıkları için;  lastik yenileme ve tamiri için  MCC 7534, otomotiv boyama için MCC 7535, kaporta tamiri için ise MCC 7531 kullanılmalıdır.",,,,,,,,,,,,,,,,,,,,,,
 02 - ARAÇ K_RALAMA-SATI_/SERV_S/YEDEK PARÇA,7542,Araç Yıkama,"Bu MCC altında sınıflandırılan i_yerleri; araba yıkama ve cila hizmeti verirler. Otomatik yıkama aletleri, elle yıkama  ve mü_terilerin kendilerinin araçlarını yıkadıkları yerler bu MCC'ye dahildir. __yeri benzin satıyorsa MCC 5541 kullanılmalıdır.",,,,,,,,,,,,,,,,,,,,,,
 02 - ARAÇ K_RALAMA-SATI_/SERV_S/YEDEK PARÇA,7549,Araç Çekme Hizmetleri,"Bu MCC altında sınıflandırılan i_yerleri; araç çekme hizmeti verirler. Kurtarıcı araçlar için MCC 5935 kullanılmalıdır.",,,,,,,,,,,,,,,,,,,,,,
 03 - BENZ_N VE YAKIT _STASYONLARI,5172,Petrol ve Petrol  Ürünleri,"Bu MCC altında sınıflandırılan i_yerleri, petrol ve petrol ürünlerinin, bütan gazı, ham petrol, benzin, petrol, kerosen, motor ya_ları, uçak yakıt servisleri ve neft ya_ının toptan satı_ını yaparlar.  Fuel oil, odun, kömür ve propan gazının perakende satı_ını yapan i_yerleri için MCC 5983 kullanılmalıdır.",,,,,,,,,,,,,,,,,,,,,,
 03 - BENZ_N VE YAKIT _STASYONLARI,5541,Servis _stasyonları (Asistans-Yardım Servisi Olan veya Olmayan),"Bu MCC altında sınıflandırılan i_yerleri perakende yakıt satıcılarıdır.Bu i_ yerlerinin tesislerinde çok amaçlı ma_aza, araba yıkama, veya oto tamir dükkanı da olabilir ancak tüketici için yakıt satmalıdırlar.Marinaların içinde yer alan, ancak marinadan farklı bir üye i_yeri anla_ması bulunan  servis istasyonları bu kategoride de_erlendirilir. Yakıt Dolum Otomatları için  MCC 5542 kullanılmalıdır.",,,,,,,,,,,,,,,,,,,,,,
 03 - BENZ_N VE YAKIT _STASYONLARI,5542,Yakıt Dolum Otomatları,Bu MCC altında sınıflandırılan i_yerleri yakıt dolum otomatları ile perakende otomotiv yakıt satı_ı yaparlar. Yakıt dolum otomatları pompada i_lemi tamamlayarak kart sahiplerinin yakıt satın almasını sa_lar. ,,,,,,,,,,,,,,,,,,,,,,
 03 - BENZ_N VE YAKIT _STASYONLARI,5983,"Yakıt Satıcıları- Benzin, Odun, Kömür ve Sıvıla_tırılmı_ Petrol","Bu MCC ba_lı_ı altında sınıflandırılmı_ i_yerleri nihai tüketici için benzin, odun, kömür, sıvıla_tırılmı_ petrol, havacılık yakıtı, ısıtma ya_ı ya da gaz propanı satarlar. Bu i_yerleri araba yakıtı da satabilirler. __yerinin asıl faaliyeti benzin satı_ı ise MCC 5541  ya da MCC 5542^'den uygun olan seçilerek kullanılmalıdır.",,,,,,,,,,,,,,,,,,,,,,
 04 - HAVAYOLLARI,3000,United Airlines,Bu MCC belirtilen özel havayolu _irketi için kullanılmaktadır.,,,,,,,,,,,,,,,,,,,,,,
 04 - HAVAYOLLARI,3001,American Airlines,Bu MCC belirtilen özel havayolu _irketi için kullanılmaktadır.,,,,,,,,,,,,,,,,,,,,,,
 04 - HAVAYOLLARI,3002,Pan American,Bu MCC belirtilen özel havayolu _irketi için kullanılmaktadır.,,,,,,,,,,,,,,,,,,,,,,
 04 - HAVAYOLLARI,3003,EUROFLY   ,Bu MCC belirtilen özel havayolu _irketi için kullanılmaktadır.,,,,,,,,,,,,,,,,,,,,,,
 04 - HAVAYOLLARI,3004,DRAGONAIR            ,Bu MCC belirtilen özel havayolu _irketi için kullanılmaktadır.,,,,,,,,,,,,,,,,,,,,,,
